temperature,pressure,humidity,x_acceleration,y_acceleration,z_acceleration,x_rotation,y_rotation,z_rotation,lux,gas_concentration
32.04999924,100278.5625,60.19433594,-2.310404539,0.119710088,10.05804157,-0.082869835,-0.003064318,-0.014921899,24.4140625,4.908424908
32.06000137,100274.9063,60.24121094,-2.276885748,0.122104287,10.14183807,-0.086333841,-0.004529862,-0.014921899,29.296875,4.908424908
32.06999969,100276.2969,60.24316406,-2.250549555,0.076614454,10.09395409,-0.07794027,-0.002398162,-0.01398928,27.34375,5.030525031
32.09000015,100276.3984,60.23242188,-2.264914751,0.124498487,10.09156036,-0.080738127,-0.006928025,-0.015721286,41.9921875,5.006105006
32.09000015,100274.1484,60.22167969,-2.30561614,0.155623108,10.17775154,-0.082603365,-0.005728943,-0.01825268,41.015625,4.85958486
32.09999847,100275.9375,60.22265625,-2.255337954,0.110133275,10.14902115,-0.080071971,-0.000133231,-0.013722817,36.1328125,4.908424908
32.09999847,100277.0938,60.19824219,-2.360682964,0.098162271,10.10592556,-0.082603365,-0.000399694,-0.012523737,30.2734375,5.079365079
32.04000092,100276.5938,60.28515625,-2.284068346,0.076614454,10.14423275,-0.085800916,0.001199081,-0.01612098,30.2734375,4.85958486
32.04000092,100275.2188,60.33105469,-2.245761156,0.055066638,10.11310768,-0.081670754,0.0,-0.015188362,25.390625,4.835164835
32.06999969,100275.3125,60.32324219,-2.298433542,0.105344877,10.09634876,-0.082603365,0.000399694,-0.014655436,22.4609375,4.908424908
32.09000015,100274.6094,60.30273438,-2.257732153,0.067037649,10.23760605,-0.083402753,-0.001199081,-0.017719755,25.390625,4.884004884
32.11000061,100274.4219,60.27050781,-2.30561614,0.117315881,10.09874249,-0.082603365,-0.000799387,-0.015588055,32.2265625,4.761904762
32.11999893,100274.9219,60.26074219,-2.315192938,0.086191259,10.11310768,-0.083535992,-0.001199081,-0.015721286,37.109375,4.908424908
32.11999893,100275.4375,60.1796875,-2.274491549,0.134075299,10.13944435,-0.076874427,-0.003597243,-0.015721286,39.0625,4.835164835
32.15000153,100275.1875,60.11328125,-2.274491549,0.071826048,10.11071396,-0.083269522,0.000932619,-0.014255743,39.0625,4.835164835
32.15999985,100274.1328,60.05664063,-2.286462545,0.095768064,10.12507915,-0.083535992,-0.002664625,-0.017586524,40.0390625,4.85958486
32.16999817,100273.0313,60.03417969,-2.300827742,0.064643443,10.12986755,-0.081670754,0.001199081,-0.012390506,39.0625,4.810744811
32.16999817,100275.1094,59.98925781,-2.298433542,0.136469498,10.07480049,-0.080738127,0.001332312,-0.015721286,42.96875,4.810744811
32.15999985,100276.9844,59.98535156,-2.331952572,0.105344877,10.13226128,-0.086200617,-0.00319755,-0.016387442,41.9921875,4.85958486
32.15999985,100276.6328,59.97363281,-2.26970315,0.095768064,10.05804157,-0.078739658,-0.005196018,-0.015188362,42.96875,4.835164835
32.11000061,100274.5938,60.03710938,-2.272097349,0.122104287,10.07001209,-0.081670754,-0.002264931,-0.015854517,10.7421875,3.565323565
32.09999847,100276.3438,60.09472656,-2.37744236,0.138863698,10.10831928,-0.08513476,-0.002531394,-0.018519141,35.15625,4.957264957
32.06000137,100276.5781,60.11328125,-2.336740971,0.074220255,10.08916569,-0.080071971,-0.002931087,-0.014522205,27.34375,4.908424908
32.06999969,100274.1094,60.16015625,-2.341529369,0.076614454,10.13944435,-0.079805516,-0.003996937,-0.017320061,22.4609375,4.810744811
32.09000015,100277.2578,60.17480469,-2.255337954,0.107739076,10.13226128,-0.085800916,-0.003730475,-0.015321592,23.4375,4.932844933
32.09999847,100277.3203,60.234375,-2.255337954,0.023942016,10.09874249,-0.08207044,-0.00319755,-0.014388974,27.34375,4.835164835
32.11000061,100276.0938,60.22363281,-2.272097349,0.119710088,10.18972206,-0.082736596,-0.001465544,-0.013189893,35.15625,4.85958486
32.11000061,100274.3047,60.16503906,-2.336740971,0.095768064,10.17535686,-0.083269522,-0.003064318,-0.01612098,38.0859375,4.810744811
32.11999893,100273.5313,60.1796875,-2.26970315,0.08379706,10.07958889,-0.081670754,-0.001465544,-0.013189893,39.0625,4.810744811
32.13999939,100276.0781,60.18066406,-2.300827742,0.076614454,10.10831928,-0.079405814,-0.001465544,-0.015321592,42.96875,4.810744811
32.15000153,100275.0156,60.16015625,-2.30801034,0.117315881,10.21845245,-0.081271052,-0.002931087,-0.015721286,42.96875,4.664224664
32.15999985,100274.5313,60.08007813,-2.30561614,0.114921682,10.20887566,-0.081937209,0.001998469,-0.015987748,38.0859375,4.884004884
32.16999817,100277.3047,60.06933594,-2.281674147,0.105344877,10.14662647,-0.081004597,-0.004130168,-0.013323124,36.1328125,4.884004884
32.18000031,100273.9375,60.02441406,-2.284068346,0.098162271,10.19690514,-0.085267991,-0.004796324,-0.014122511,28.3203125,4.908424908
32.18999863,100276.4219,59.96679688,-2.284068346,0.105344877,10.07480049,-0.081271052,-0.001332312,-0.015188362,19.53125,4.85958486
32.20999908,100274.5625,59.96972656,-2.296039343,0.093373865,10.18972206,-0.08207044,0.00319755,-0.01718683,24.4140625,4.908424908
32.22999954,100275.1719,59.90234375,-2.281674147,0.076614454,10.15620327,-0.078739658,-0.001598775,-0.017719755,24.4140625,4.810744811
32.25,100278.3281,59.859375,-2.284068346,0.026336219,10.14183807,-0.080738127,-0.00106585,-0.01718683,24.4140625,4.85958486
32.25,100277.2344,59.8125,-2.319981337,0.124498487,10.16338634,-0.080738127,-0.005462481,-0.017453292,34.1796875,4.737484737
32.25999832,100276.1094,59.77929688,-2.250549555,0.079008654,10.0317049,-0.076474734,-0.00106585,-0.01612098,41.9921875,4.85958486
32.22000122,100275.625,59.79785156,-2.367865562,0.090979666,10.13226128,-0.082869835,-0.005329249,-0.017986218,42.96875,4.810744811
32.20999908,100275.8828,59.78320313,-2.303221941,0.088585466,10.09395409,-0.082470134,-0.00106585,-0.015588055,35.15625,4.884004884
32.20999908,100274.3281,59.83007813,-2.291250944,0.067037649,10.17775154,-0.08207044,-0.003330781,-0.018918836,25.390625,4.761904762
32.22999954,100275.75,59.78613281,-2.300827742,0.076614454,10.18253994,-0.083269522,0.001199081,-0.015987748,93.75,4.908424908
32.25,100274.4609,59.78808594,-2.322375536,0.086191259,10.07001209,-0.081537522,-0.0021317,-0.013323124,31.25000191,4.835164835
32.24000168,100276.1563,59.77539063,-2.288856745,0.064643443,10.03888798,-0.08233691,-0.001199081,-0.017453292,37.109375,4.932844933
32.16999817,100275.1094,59.83789063,-2.298433542,0.110133275,10.07480049,-0.082736596,-0.001998469,-0.014522205,42.96875,4.85958486
32.11000061,100275.1719,59.94433594,-2.341529369,0.10295067,10.11071396,-0.082203679,-0.002797856,-0.018652374,40.0390625,4.761904762
32.08000183,100277.5703,60.06933594,-2.250549555,0.112527482,10.06522369,-0.08020521,0.000666156,-0.017986218,40.0390625,4.688644689
32.04999924,100275.4531,60.14746094,-2.296039343,0.086191259,10.15141487,-0.081937209,-0.0021317,-0.014788668,39.0625,4.786324786
32.04000092,100276.25,60.23828125,-2.310404539,0.095768064,10.19929886,-0.084868304,-0.000666156,-0.015321592,37.109375,4.85958486
32.04000092,100277.4297,60.28320313,-2.284068346,0.071826048,10.16099167,-0.078606427,0.001732006,-0.014788668,36.1328125,4.810744811
32.02000046,100276.0938,60.31738281,-2.30561614,0.095768064,10.09395409,-0.084335379,-0.005329249,-0.017586524,31.25000191,4.85958486
32.04999924,100274.875,60.32128906,-2.331952572,0.074220255,10.13704967,-0.081803977,0.000532925,-0.013456355,27.34375,4.810744811
32.08000183,100277.0469,60.29003906,-2.291250944,0.122104287,10.16578007,-0.082603365,-0.001332312,-0.015454824,28.3203125,4.908424908
32.09000015,100275.4688,60.22167969,-2.284068346,0.112527482,10.19690514,-0.08313629,-0.003730475,-0.015588055,23.4375,4.957264957
32.11000061,100280.125,60.18847656,-2.303221941,0.062249243,10.08198357,-0.084868304,0.00106585,-0.016254211,27.34375,4.810744811
32.11999893,100276.9922,60.14453125,-2.236184359,0.114921682,10.16817474,-0.079272583,-0.000799387,-0.01505513,39.0625,4.835164835
32.13999939,100276.0781,60.11132813,-2.255337954,0.112527482,10.11071396,-0.08313629,-0.003597243,-0.018385911,41.015625,4.810744811
32.15000153,100275.4219,60.06738281,-2.319981337,0.122104287,10.18253994,-0.083535992,-0.002531394,-0.015854517,41.015625,4.85958486
32.15000153,100275.3047,60.03222656,-2.26730895,0.10295067,10.09634876,-0.081670754,-0.002264931,-0.01398928,38.0859375,4.737484737
32.11999893,100278.5781,60.08496094,-2.262520552,0.114921682,10.09874249,-0.085401222,-0.001332312,-0.018652374,39.0625,4.85958486
32.09999847,100274.9531,60.11816406,-2.257732153,0.074220255,10.09156036,-0.081937209,-0.002531394,-0.017053599,35.15625,4.932844933
32.08000183,100275.6406,60.17382813,-2.288856745,0.088585466,10.00058079,-0.083003066,0.000399694,-0.017053599,29.296875,4.810744811
32.11000061,100276.9531,60.20019531,-2.293645144,0.160411507,10.13704967,-0.083269522,-0.004663093,-0.016254211,25.390625,4.85958486
32.11999893,100275.4375,60.1796875,-2.286462545,0.10055647,10.11071396,-0.085401222,-0.003330781,-0.016254211,23.4375,4.85958486
32.13999939,100276.0469,60.13574219,-2.317587137,0.122104287,10.09395409,-0.081803977,-0.001199081,-0.017586524,35.15625,4.810744811
32.15999985,100276.75,60.1015625,-2.303221941,0.136469498,10.15859795,-0.081937209,-0.003597243,-0.01385605,40.0390625,4.85958486
32.16999817,100276.8438,60.08105469,-2.291250944,0.114921682,10.14902115,-0.083402753,-0.005329249,-0.015321592,39.0625,4.85958486
32.16999817,100275.5156,60.05761719,-2.319981337,0.076614454,10.09634876,-0.081271052,-0.001465544,-0.016387442,41.015625,4.835164835
32.18999863,100274.75,60.04882813,-2.300827742,0.088585466,10.13944435,-0.082203679,-0.002931087,-0.01398928,37.109375,4.884004884
32.18999863,100274.6875,59.96679688,-2.262520552,0.112527482,10.13944435,-0.085267991,-0.004529862,-0.015987748,33.203125,4.835164835
32.20000076,100273.3125,59.94628906,-2.250549555,0.107739076,10.0604353,-0.081004597,-0.002797856,-0.016787136,31.25000191,4.908424908
32.20999908,100276.5156,59.91113281,-2.248155355,0.160411507,10.12986755,-0.081137821,-0.002531394,-0.016787136,27.34375,4.786324786
32.22000122,100278.9453,59.86621094,-2.315192938,0.10295067,10.17775154,-0.08207044,-0.0063951,-0.018385911,22.4609375,4.810744811
32.22999954,100278.0,59.84375,-2.317587137,0.114921682,10.11071396,-0.081670754,-0.001865237,-0.017586524,36.1328125,4.932844933
32.24000168,100274.25,59.81054688,-2.243366957,0.18435353,10.17775154,-0.079672284,-0.004663093,-0.017986218,41.015625,4.810744811
32.18999863,100277.6328,59.86230469,-2.296039343,0.1316811,10.14662647,-0.082869835,-0.005595712,-0.01385605,34.1796875,4.761904762
32.15000153,100274.7266,59.93847656,-2.255337954,0.117315881,10.20648193,-0.080738127,-0.001598775,-0.015588055,31.25000191,4.810744811
32.15000153,100275.4766,60.02050781,-2.243366957,0.076614454,10.21605873,-0.083402753,-0.004529862,-0.014255743,26.3671875,4.85958486
32.16999817,100278.2813,59.98828125,-2.272097349,0.129286885,10.09634876,-0.084335379,-0.004396631,-0.015987748,21.484375,4.786324786
32.18000031,100275.0313,59.95410156,-2.250549555,0.177170932,10.13704967,-0.082470134,0.001732006,-0.015188362,23.4375,4.810744811
32.20000076,100276.0,59.88769531,-2.293645144,0.146046311,10.14183807,-0.079272583,-0.000133231,-0.015588055,33.203125,4.908424908
32.20999908,100278.3125,59.85351563,-2.341529369,0.090979666,10.18972206,-0.08233691,-0.006528331,-0.016787136,28.3203125,4.85958486
32.22000122,100275.9766,59.8203125,-2.331952572,0.071826048,10.15620327,-0.085267991,-0.000666156,-0.016254211,34.1796875,4.908424908
32.24000168,100276.3281,59.83398438,-2.310404539,0.090979666,10.07480049,-0.080738127,-0.001465544,-0.017986218,38.0859375,4.85958486
32.24000168,100278.4063,59.82226563,-2.312798738,0.122104287,10.15380955,-0.084735066,-0.006128637,-0.015454824,42.96875,4.932844933
32.25,100278.3281,59.77734375,-2.233790159,0.110133275,10.10831928,-0.080338441,-0.002931087,-0.016787136,42.96875,4.810744811
32.27000046,100275.3125,59.75683594,-2.315192938,0.10295067,10.08677197,-0.083935678,-0.00106585,-0.015321592,38.0859375,4.810744811
32.22999954,100275.2891,59.75097656,-2.30801034,0.129286885,10.13944435,-0.08313629,-0.005329249,-0.015188362,36.1328125,4.761904762
32.20999908,100275.4844,59.78320313,-2.293645144,0.141257897,10.10592556,-0.082203679,-0.002398162,-0.014255743,35.15625,4.737484737
32.20000076,100277.2031,59.81835938,-2.286462545,0.055066638,10.0269165,-0.081404284,-0.003996937,-0.015987748,30.2734375,4.810744811
32.22000122,100274.7969,59.80761719,-2.286462545,0.136469498,10.09395409,-0.083669223,-0.002531394,-0.015454824,23.4375,4.85958486
32.22000122,100276.3438,59.80761719,-2.252943754,0.141257897,10.13944435,-0.081537522,-0.005196018,-0.018385911,24.4140625,4.908424908
32.20999908,100275.4844,59.86523438,-2.257732153,0.124498487,10.13226128,-0.083535992,-0.000532925,-0.013722817,31.25000191,4.835164835
32.20999908,100276.8594,59.87597656,-2.327163935,0.141257897,10.03409958,-0.083269522,-0.004663093,-0.01505513,37.109375,4.85958486
32.18000031,100278.9531,59.88476563,-2.274491549,0.129286885,10.11789608,-0.08313629,-0.001598775,-0.016787136,39.0625,4.884004884
32.18000031,100275.0,59.90722656,-2.315192938,0.110133275,10.11550236,-0.082470134,0.00106585,-0.012790199,38.0859375,4.884004884
32.18999863,100276.7656,59.88574219,-2.296039343,0.074220255,10.12268448,-0.083269522,-0.001332312,-0.016920367,34.1796875,4.835164835
32.20000076,100275.1563,59.8984375,-2.264914751,0.023942016,10.12986755,-0.08020521,-0.001199081,-0.016254211,29.296875,4.908424908
32.18000031,100275.9219,59.89648438,-2.298433542,0.105344877,10.15141487,-0.079405814,-0.002264931,-0.012390506,25.390625,4.835164835
32.18000031,100277.9766,59.83789063,-2.286462545,0.114921682,10.11789608,-0.081271052,-0.0021317,-0.01505513,23.4375,4.835164835
32.18000031,100279.125,59.91894531,-2.284068346,0.141257897,10.17535686,-0.084868304,-0.001332312,-0.015721286,32.2265625,4.810744811
32.13000107,100276.5938,60.00683594,-2.310404539,0.112527482,10.19451046,-0.081404284,-0.002797856,-0.016520673,34.1796875,4.908424908
32.11999893,100278.1406,60.08691406,-2.300827742,0.088585466,10.10113716,-0.082603365,-0.006528331,-0.017986218,39.0625,4.85958486
32.15000153,100278.875,60.05566406,-2.281674147,0.119710088,10.06522369,-0.084468603,-0.001332312,-0.01718683,41.015625,4.835164835
32.15999985,100278.1875,60.03222656,-2.315192938,0.134075299,10.10831928,-0.08513476,-0.003730475,-0.015854517,39.0625,4.884004884
32.18000031,100278.8125,59.96582031,-2.22900176,0.141257897,10.0508585,-0.080471672,-0.003064318,-0.016787136,27.34375,4.835164835
32.15999985,100280.1875,59.97558594,-2.276885748,0.071826048,10.17535686,-0.083269522,-0.003330781,-0.015188362,23.4375,4.810744811
32.16999817,100277.1875,59.98925781,-2.240972757,0.14844051,10.17775154,-0.08207044,-0.002398162,-0.016920367,34.1796875,4.85958486
32.15000153,100276.3438,59.98535156,-2.360682964,0.002394202,10.15380955,-0.08020521,-0.00106585,-0.015454824,43.9453125,4.810744811
32.18000031,100278.1094,59.96582031,-2.252943754,0.069431849,10.10353088,-0.08207044,-0.002398162,-0.017852986,48.828125,4.85958486
32.20999908,100276.6875,59.93457031,-2.315192938,0.114921682,10.18014526,-0.08233691,0.000532925,-0.018385911,41.015625,4.908424908
32.16999817,100278.1719,59.9296875,-2.30801034,0.098162271,10.12029076,-0.082470134,-0.005196018,-0.017586524,39.0625,4.908424908
32.15000153,100277.7188,59.99609375,-2.286462545,0.069431849,10.15859795,-0.08207044,-0.004796324,-0.014122511,35.15625,4.957264957
32.11000061,100278.8594,60.03710938,-2.286462545,0.134075299,10.11550236,-0.082736596,-0.004529862,-0.017986218,27.34375,4.810744811
32.09000015,100277.8906,60.09375,-2.252943754,0.143652096,10.09395409,-0.079539053,-0.001598775,-0.015721286,23.4375,4.85958486
32.11999893,100277.2813,60.07519531,-2.329558372,0.095768064,10.14183807,-0.081803977,-0.002531394,-0.015721286,32.2265625,4.908424908
32.13999939,100280.0547,60.02929688,-2.288856745,0.081402861,10.11310768,-0.08020521,-0.004663093,-0.019318528,31.25000191,4.884004884
32.09999847,100279.5469,60.08398438,-2.329558372,0.04309563,10.09156036,-0.079272583,-0.005462481,-0.016653905,38.0859375,4.835164835
32.11999893,100275.1094,60.10839844,-2.360682964,0.064643443,10.12986755,-0.083535992,-0.003464012,-0.016387442,35.15625,4.835164835
32.11999893,100277.9922,60.15527344,-2.288856745,0.098162271,10.11550236,-0.083269522,-0.000932619,-0.015454824,41.015625,4.932844933
32.09999847,100279.7422,60.140625,-2.324769735,0.04309563,10.07480049,-0.081537522,0.000133231,-0.014655436,40.0390625,4.835164835
32.08000183,100276.9688,60.16210938,-2.221819162,0.134075299,10.14662647,-0.083269522,-0.002664625,-0.015854517,44.921875,4.85958486
32.06999969,100278.0234,60.21875,-2.26970315,0.174776718,10.12507915,-0.081537522,-0.000133231,-0.017852986,39.0625,4.810744811
32.06999969,100278.8359,60.21875,-2.315192938,0.126892686,10.0412817,-0.081004597,-0.000799387,-0.01612098,33.203125,4.85958486
32.04999924,100281.2188,60.27441406,-2.291250944,0.162805721,10.14183807,-0.08313629,-0.00106585,-0.016920367,29.296875,4.835164835
32.00999832,100277.5625,60.33789063,-2.255337954,0.124498487,10.18493366,-0.085401222,-0.003863706,-0.017453292,21.484375,4.835164835
31.96999931,100276.9297,60.42773438,-2.310404539,0.10295067,10.12029076,-0.080738127,-0.001332312,-0.016520673,28.3203125,4.737484737
31.96999931,100277.7969,60.47265625,-2.284068346,0.095768064,10.13465595,-0.08513476,-0.000399694,-0.021316998,34.1796875,4.786324786
31.97999954,100274.9531,60.48730469,-2.300827742,0.155623108,10.12029076,-0.084601834,-0.002931087,-0.015721286,35.15625,4.810744811
32.0,100279.75,60.45410156,-2.293645144,0.119710088,10.13704967,-0.083935678,-0.000532925,-0.015987748,39.0625,4.835164835
32.0,100279.1875,60.453125,-2.279279947,0.122104287,10.17056847,-0.080071971,0.0,-0.015321592,41.9921875,4.810744811
31.98999977,100280.5156,60.48730469,-2.252943754,0.112527482,10.14662647,-0.085267991,-0.005595712,-0.017719755,42.96875,4.85958486
31.95000076,100277.4063,60.55175781,-2.317587137,0.074220255,10.05804157,-0.081004597,-0.000133231,-0.016520673,41.9921875,4.835164835
31.98999977,100277.4844,60.50976563,-2.351106167,0.086191259,10.15620327,-0.080738127,0.000399694,-0.015987748,43.9453125,4.835164835
32.0,100278.1875,60.46582031,-2.288856745,0.090979666,10.18732834,-0.082736596,-0.000266462,-0.016653905,41.015625,4.761904762
31.98999977,100279.7344,60.48730469,-2.219424963,0.095768064,10.04846478,-0.080738127,-0.003597243,-0.015588055,34.1796875,4.835164835
32.00999832,100279.6875,60.48925781,-2.329558372,0.110133275,10.14183807,-0.079405814,-0.002664625,-0.014388974,31.25000191,4.810744811
32.02000046,100277.5391,60.44433594,-2.312798738,0.122104287,10.11789608,-0.080871366,-0.001332312,-0.019584993,34.1796875,4.786324786
32.0,100279.1094,60.4765625,-2.274491549,0.105344877,10.12029076,-0.081937209,-0.00106585,-0.013589587,27.34375,4.932844933
31.96999931,100278.3125,60.53125,-2.322375536,0.071826048,10.11071396,-0.081803977,-0.003064318,-0.015721286,0.0,3.760683761
31.94000053,100278.7813,60.57421875,-2.303221941,0.119710088,10.10113716,-0.084468603,-0.001598775,-0.015721286,23.4375,4.908424908
31.95999908,100278.9375,60.55273438,-2.255337954,0.110133275,10.05804157,-0.079405814,-0.001732006,-0.012390506,33.203125,4.85958486
31.93000031,100277.3047,60.65234375,-2.286462545,0.081402861,10.02931118,-0.082203679,-0.003863706,-0.014655436,34.1796875,4.810744811
31.94000053,100280.1094,60.67871094,-2.248155355,0.117315881,10.14662647,-0.085401222,-0.001865237,-0.01505513,41.9921875,4.908424908
31.95999908,100281.4141,60.63476563,-2.226607561,0.105344877,10.12747288,-0.079006128,-0.002398162,-0.013722817,42.96875,4.835164835
31.96999931,100279.1172,60.61230469,-2.30801034,0.107739076,10.10592556,-0.081803977,-0.000799387,-0.015854517,42.96875,4.932844933
31.97999954,100278.9844,60.625,-2.281674147,0.134075299,10.21605873,-0.081803977,-0.004529862,-0.020650841,38.0859375,4.835164835
32.0,100280.7813,60.58203125,-2.348711967,0.110133275,10.12986755,-0.081937209,-0.0021317,-0.015987748,33.203125,4.786324786
32.02000046,100280.3047,60.52539063,-2.293645144,0.177170932,10.08916569,-0.082203679,-0.000266462,-0.017453292,34.1796875,4.85958486
31.97999954,100281.2344,60.56738281,-2.324769735,0.090979666,10.20169353,-0.08313629,-0.001865237,-0.015987748,29.296875,4.835164835
31.94000053,100278.4375,60.63085938,-2.327163935,0.122104287,10.11071396,-0.081004597,-0.002264931,-0.01718683,26.3671875,4.713064713
31.92000008,100280.0625,60.68652344,-2.274491549,0.129286885,10.17056847,-0.081271052,-0.005196018,-0.017320061,23.4375,4.85958486
31.89999962,100279.5078,60.71972656,-2.284068346,0.105344877,10.07958889,-0.085800916,-0.004529862,-0.017320061,29.296875,4.835164835
31.94000053,100278.2656,60.70019531,-2.284068346,0.165199921,10.08677197,-0.083802447,-0.001732006,-0.015987748,34.1796875,4.932844933
31.95000076,100280.0,60.703125,-2.255337954,0.105344877,10.16099167,-0.085001536,-0.002664625,-0.015588055,41.015625,4.85958486
31.97999954,100280.3047,60.69433594,-2.317587137,0.138863698,10.18732834,-0.08207044,-0.002931087,-0.015454824,42.96875,4.835164835
31.95999908,100280.0313,60.69238281,-2.300827742,0.095768064,10.16338634,-0.083935678,-0.005329249,-0.016653905,36.1328125,4.835164835
31.93000031,100279.0391,60.74707031,-2.288856745,0.110133275,10.09634876,-0.081670754,-0.004796324,-0.016653905,31.25000191,4.810744811
31.90999985,100279.2266,60.79101563,-2.391807556,0.110133275,10.14902115,-0.083269522,-0.004130168,-0.015188362,36.1328125,4.85958486
31.93000031,100279.5469,60.80371094,-2.26970315,0.134075299,10.15141487,-0.082603365,-0.000799387,-0.016920367,31.25000191,4.810744811
31.92000008,100278.5703,60.81542969,-2.205059767,0.114921682,10.12507915,-0.078872897,-0.005062787,-0.013456355,27.34375,4.884004884
31.94000053,100280.7969,60.81738281,-2.341529369,0.071826048,10.12507915,-0.082203679,-0.000666156,-0.018785605,22.4609375,4.908424908
31.93000031,100280.5938,60.8046875,-2.288856745,0.067037649,10.13704967,-0.082203679,0.001465544,-0.01612098,23.4375,4.957264957
31.94000053,100277.5781,60.79492188,-2.288856745,0.136469498,10.09874249,-0.081404284,-0.002664625,-0.015721286,37.109375,4.835164835
